Name,Location,Latitude,Longitude,Elevation,Morphology,Status,Time of Last Eruption,OBJECTID,ID,Country,OID,x,y
Hululais,Sumatra,-3.247,102.239,2122,Compound volcano,Fumarolic,U,2503,60120,Indonesia,975,11381193.4192135,-361648.015622698
Belknap,US-Oregon,44.285,-121.841,2095,Shield volcano,Radiocarbon,D6,2504,120206,United States,976,-13563278.0777432,5509653.04127051
Berlin,Antarctica,-76.05,-136,3478,Shield volcano,Fumarolic,U,2505,1900022,Antarctica,978,-15139450.7478852,-13400067.4654728
Beru,Africa-NE,8.95,39.75,1100,Volcanic field,Holocene,U,2506,201191,Ethiopia,979,4424949.75903262,1000386.09634121
Berutarubesan [Berutarube],Kuril Is,44.462,146.932,1221,Stratovolcano,Holocene,U,2507,90004,Russia,980,16356395.4212373,5537218.34245323
Besar,Sumatra,-4.43,103.67,1899,Stratovolcano,Historical,D2,2508,60125,Indonesia,981,11540491.6105387,-493637.424062389
Bezymianny,Kamchatka,55.972,160.595,2882,Stratovolcano,Historical,D1,2509,100025,Russia,982,17877353.6239458,7552843.66607004
Bibinoi,Halmahera-Indonesia,-0.761,127.725,932,Stratovolcano,Holocene,U,2510,608073,Indonesia,983,14218281.9615709,-84716.6233450894
Bilate River Field,Africa-NE,7.07,38.1,1700,Maar,Holocene,U,2511,201291,Ethiopia,985,4241272.59922372,789033.68870645
Biliran,Philippines-C,11.523,124.535,1301,Compound volcano,Historical,D2,2512,70208,Philippines,986,13863172.7859403,1291470.08830783
Billy Mitchell,Bougainville-SW Paci,-6.09,155.225,1544,Pyroclastic shield,Radiocarbon,D5,2513,505011,Papua New Guinea,987,17279567.9583859,-679439.736138298
Bir Borhut,Arabia-S,15.515,50.935,464,Volcanic field,Holocene,Unknown,2514,30118,Yemen,988,5670058.26355539,1748624.43402486
Bishoftu Volcanic Field,Africa-NE,8.78,38.98,1850,Fissure vent,Holocene,U,2515,20122,Ethiopia,989,4339233.7511218,981232.97606499
Black Peak,Alaska Peninsula,56.552,-158.785,1032,Stratovolcano,Radiocarbon,D7,2516,110208,United States,991,-17675865.3456099,7669097.30736317
Black Rock Desert,US-Utah,38.97,-112.5,1800,Volcanic field,Radiocarbon,D6,2517,120705,United States,992,-12523442.7142433,4717375.24055654
"Blancas, Lomas",Chile-C,-36.286,-71.009,2268,Stratovolcano,Holocene,U,2518,1507064,Chile,993,-7904685.72173956,-4340046.22802637
Blue Lake Crater,US-Oregon,44.413,-121.769,1136,Maar,Radiocarbon,D7,2519,120203,United States,995,-13555819.6718601,5529267.24812613
Blup Blup,New Guinea-NE of,-3.507,144.605,402,Stratovolcano,Holocene,U,2520,501001,Papua New Guinea,996,16097354.9661613,-390641.453757579
Bobrof,Aleutian Is,51.91,-177.438,738,Stratovolcano,Holocene,Unknown,2521,110110,United States,997,-19752307.8073769,6783868.63036284
Hitokappu Volcano Group,Kuril Is,44.857,147.403,1610,Stratovolcano,Holocene,U,2522,90006,Russia,998,16402036.4124625,5595268.95749264
Bogoslof,Aleutian Is,53.93,-168.03,150,Submarine volcano,Historical,D1,2523,110130,United States,999,-18705014.0379938,7156910.262561
Boisa,New Guinea-NE of,-3.994,144.963,240,Stratovolcano,Holocene,U,2524,501011,Papua New Guinea,1001,16137207.3438653,-444970.564176381
Bola,New Britain-SW Pac,-5.141,150.038,1116,Stratovolcano,Holocene,U,2525,50205,Papua New Guinea,1002,16702153.7596412,-573062.974132175
Bolshoi Semiachik,Kamchatka,54.32,160.02,1720,Stratovolcano,Radiocarbon,D7,2526,100015,Russia,1005,17813344.9167396,7230994.91947215
Bolshoi-Kekuknaysky,Kamchatka,56.483,157.917,1401,Shield volcano,Holocene,U,2527,100036,Russia,1006,17579240.0276014,7655174.35214617
Churchill,Alaska-E,61.38,-141.75,5005,Stratovolcano,Radiocarbon,D6,2528,110503,United States,1008,-15779537.8199465,8713603.68648972
Bora-Bericcio,Africa-NE,8.221,39.05,2267,Pumice cone,Holocene,U,2529,20124,Ethiopia,1009,4347026.11547733,918313.93032481
Bora Ale,Africa-NE,13.725,40.6,668,Stratovolcano,Holocene,U,2530,201071,Ethiopia,1010,4519571.32620691,1542685.25922296
Borawli,Africa-NE,13.304,40.987,784,Stratovolcano,Holocene,U,2531,201107,Ethiopia,1011,4562651.9691439,1494485.01016352
Boset,Africa-NE,8.558,39.475,2447,Stratovolcano,Holocene,U,2532,20121,Ethiopia,1013,4394336.89906447,956234.439199375
Bouvet,Atlantic-S,-54.408,3.351,741,Shield volcano,Magnetism,D7,2533,180602,Bouvet I.,1014,373031.61364826,-7247808.4323228
Buyan-Bratan,Lesser Sunda Is,-8.283,115.133,2244,Caldera,Holocene,U,2534,604001,Indonesia,1015,12816546.933502,-925287.945425396
Brava,Cape Verde Is,14.851,-24.704,956,Stratovolcano,Holocene,U,2535,180402,Cape Verde,1016,-2751817.81240972,1671919.21776891
Romeral,Colombia,5.203,-75.363,3769,Stratovolcano,Radiocarbon,D4,2536,1501011,Colombia,1017,-8389370.78465348,579992.99800287
Brennisteinsfjoll,Iceland-SW,63.933,-21.783,610,Crater rows,Historical,D6,2537,170104,Iceland,1018,-2424872.46794988,9332770.62680394
Bridge River Cones,Canada,50.8,-123.4,2500,Volcanic field,Holocene,U,2538,120017,Canada,1019,-13736825.16389,6585991.99809962
Bridgeman Island,Antarctica,-62.063,-56.713,240,Stratovolcano,Holocene,Unknown,2539,190004,Antarctica,1020,-6313707.5593221,-8873621.41483681
Brimstone Island,Kermadec Is,-30.23,-178.92,-2000,Submarine volcano,Uncertain,Unknown,2540,40202,New Zealand,1021,-19917283.2927325,-3533148.59128759
Bristol Island,Antarctica,-59.017,-26.533,1100,Stratovolcano,Historical,D2,2541,190008,Antarctica,1022,-2953640.04921793,-8184062.14580481
Buckle Island,Antarctica,-66.78,163.25,1239,Stratovolcano,Historical,D3,2542,190001,Antarctica,1024,18172906.8720019,-10093662.251452
Bud Dajo,Sulu Is-Philippines,5.95,121.07,440,Pyroclastic cone,Historical,D3,2543,70001,Philippines,1025,13477450.7503416,663544.679498521
Bufumbira,Africa-C,-1.304,29.683,2100,Cinder cone,Holocene,Unknown,2544,20307,Uganda,1026,3304296.44521674,-145173.149244743
Buldir,Aleutian Is,52.35,175.911,656,Stratovolcano,Holocene,U,2545,110101,United States,1027,19582322.9449355,6863659.03971489
Bulusan,Luzon-Philippines,12.769,124.056,1535,Stratovolcano,Historical,D1,2546,70301,Philippines,1028,13809850.7498503,1433353.26792857
Bunyaruguru,Africa-C,-0.2,30.08,1554,Explosion crater,Holocene,U,2547,203004,Uganda,1029,3348490.28306167,-22263.9433719343
"Burney, Monte",Chile-S,-52.33,-73.4,1758,Stratovolcano,Historical,D2,2548,150807,Chile,1030,-8170850.62422628,-6860015.04177743
Butajiri-Silti Field,Africa-NE,8.05,38.35,2281,Fissure vent,Holocene,U,2549,20126,Ethiopia,1032,4269102.47192204,899084.770986284
Buzzard Creek,Alaska-E,64.062,-148.433,830,Tuff rings,Radiocarbon,D7,2550,1105001,United States,1033,-16523485.976918,9365525.88085535
Cabalian,Philippines-C,10.285,125.218,912,Stratovolcano,Holocene,U,2551,70205,Philippines,1034,13939203.9981521,1151119.72436608
Caburgua-Huelemolle,Chile-C,-39.25,-71.75,1652,Cinder cone,Tephrochronology,D7,2552,1507112,Chile,1035,-7987173.46441738,-4757545.45629602
Cagua,Luzon-Philippines,18.222,122.123,1133,Stratovolcano,Holocene,U,2553,70309,Philippines,1036,13594670.174147,2063549.68940175
Calabozos,Chile-C,-35.558,-70.496,3508,Caldera,Holocene,U,2554,1507042,Chile,1037,-7847578.82296261,-4239972.05848982
Musuan,Mindanao-Philippines,7.877,125.07,610,Tuff cone,Historical,D3,2555,70107,Philippines,1038,13922506.0745331,879638.9663923
Calbuco,Chile-S,-41.33,-72.618,1974,Stratovolcano,Historical,D2,2556,150802,Chile,1039,-8083798.78242594,-5061139.11873017
Callaqui,Chile-C,-37.92,-71.45,3164,Stratovolcano,Historical,D1,2557,1507091,Chile,1040,-7953777.6171794,-4568130.65199628
Cameroon,Africa-W,4.203,9.17,4095,Stratovolcano,Historical,D1,2558,20401,Cameroon,1041,1020799.73057432,468296.001989611
Camiguin de Babuyanes,Luzon-N of,18.83,121.86,712,Stratovolcano,Historical,D3,2559,70401,Philippines,1042,13565393.1480683,2134931.35747088
Campi Flegrei,Italy,40.827,14.139,458,Caldera,Historical,D5,2560,10101,Italy,1043,1573946.28032609,4986857.5945784
Campi Flegrei del Mar di Sicilia,Italy,37.1,12.7,-8,Submarine volcanoes,Historical,D3,2561,10107,Italy,1044,1413757.53307457,4453054.67886608
Candlemas Island,Antarctica,-57.08,-26.67,550,Stratovolcano,Historical,D2,2562,190010,Antarctica,1045,-2968890.81945661,-7776487.58711361
Kanlaon,Philippines-C,10.41,123.13,2422,Stratovolcano,Historical,D1,2563,70202,Philippines,1046,13706991.5403574,1165491.07680107
Carlisle,Aleutian Is,52.894,-170.054,1620,Stratovolcano,Historical,D3,2564,110123,United States,1047,-18930324.6873593,6963414.80758572
Carran-Los Venados,Chile-C,-40.35,-72.07,1114,Pyroclastic cone,Historical,D1,2565,150714,Chile,1048,-8022795.70147123,-4916934.44212985
Carrizozo,US-New Mexico,33.78,-105.93,1731,Cinder cone,Holocene,U,2566,121001,United States,1049,-11792073.6597315,3999299.51696667
"Casiri, Nevados",Peru,-17.485,-69.789,5650,Stratovolcano,Holocene,U,2567,150406,Peru,1050,-7771547.61075081,-1975605.13672779
Imbabura,Ecuador,0.258,-78.183,4609,Compound volcano,Historical,D4,2568,1502004,Ecuador,1051,-8703291.74869051,28720.5256837095
Ceboruco,Mexico,21.125,-104.508,2280,Stratovolcano,Historical,D3,2569,140103,Mexico,1053,-11633777.3438234,2406789.75881958
"Cendres, Ile des",SE Asia,10.158,109.014,-20,Submarine volcanoes,Historical,D2,2570,70506,Vietnam,1054,12135382.9693379,1136754.15121098
Lake Turkana Central Island,Africa-E,3.496,36.04,518,Stratovolcano,Holocene,U,2571,20201,Kenya,1055,4011954.44818958,389414.649157926
Ciremai,Java,-6.895,108.408,3039,Stratovolcano,Historical,D2,2572,60317,Indonesia,1056,12067923.3579172,-769407.206843897
Ch'uga-ryong,Korea,38.33,127.33,452,Shield volcano,Holocene,Unknown,2573,100602,North Korea,1057,14174310.7627075,4626149.20769047
Chacana,Ecuador,-0.375,-78.25,4643,Caldera,Historical,D4,2574,1502022,Ecuador,1058,-8710750.15457366,-41745.1070865136
Huambo,Peru,-15.78,-72.08,4554,Stratovolcano,Holocene,U,2575,1504005,Peru,1059,-8029474.87091882,-1785044.15480296
Chagulak,Aleutian Is,52.577,-171.13,1142,Stratovolcano,Holocene,U,2576,110120,United States,1060,-19050104.4594529,6905134.46685133
Chaine des Puys,France,45.786,2.981,1464,Cinder cone,Radiocarbon,D7,2577,10002,France,1061,330618.887656023,5744365.83420711
Chaiten,Chile-S,-42.835,-72.651,1122,Caldera,Holocene,D1,2578,1508041,Chile,1062,-8086915.72816815,-5286587.19033771
Chichinautzin,Mexico,19.139,-99.16,3938,Volcanic field,Radiocarbon,D6,2579,140108,Mexico,1067,-11035101.1223372,2164356.88665333
"Chichon, El",Mexico,17.36,-93.23,1150,Tuff cone,Historical,D1,2580,140112,Mexico,1068,-10378093.4876753,1962771.7330222
Chiginagak,Alaska Peninsula,57.135,-156.99,2221,Stratovolcano,Historical,D1,2581,110211,United States,1069,-17476046.859636,7787761.70447808
Chikurachki,Kuril Is,50.324,155.461,1781,Stratovolcano,Historical,D1,2582,90036,Russia,1070,17305839.3582131,6502577.16103163
Cordon de Puntas Negras,Chile-N,-23.743,-67.534,5852,Stratovolcano,Holocene,U,2583,1505101,Chile,1071,-7517850.49123294,-2722122.66500267
"Chillan, Nevados de",Chile-C,-36.868,-71.378,3180,Stratovolcano,Historical,D1,2584,150707,Chile,1072,-7945762.61384228,-4420723.62584323
Chinameca,El Salvador,13.478,-88.33,1300,Stratovolcano,Holocene,U,2585,140309,El Salvador,1073,-9832850.62176985,1514395.94293089
Chingo,Guatemala,14.12,-89.73,1775,Stratovolcano,Holocene,U,2586,140215,Guatemala,1074,-9988697.90888044,1587987.44019464
Chiquimula Volcanic Field,Guatemala,14.83,-89.55,1192,Cinder cone,Holocene,U,2587,140220,Guatemala,1075,-9968660.40053765,1669616.00382024
Chirinkotan,Kuril Is,48.98,153.48,724,Stratovolcano,Historical,D1,2588,90026,Russia,1077,17085315.4469516,6271468.49355998
Chirippusan [Chirip],Kuril Is,45.338,147.92,1587,Stratovolcano,Historical,D3,2589,90009,Russia,1078,16466379.078141,5674890.55153832
Chirpoi,Kuril Is,46.532,150.871,742,Caldera,Historical,D1,2590,90015,Russia,1079,16794882.895472,5866016.33735674
Chokaisan,Honshu-Japan,39.099,140.049,2236,Stratovolcano,Historical,D1,2591,80322,Japan,1080,15590183.3661072,4735862.41046121
Chyulu Hills,Africa-E,-2.68,37.88,2188,Volcanic field,Anthropology,D3,2592,20213,Kenya,1081,4216782.3112492,-298445.082387837
"Ciguatepe, Cerro El",Nicaragua,12.53,-86.142,603,Stratovolcano,Holocene,Unknown,2593,1404132,Nicaragua,1082,-9589283.57591417,1406086.05689248
Cinnamon Butte,US-Oregon,43.241,-122.111,1958,Cinder cone,Holocene,Unknown,2594,120215,United States,1083,-13593000.3817851,5348726.74349481
"Cinotepeque, Cerro",El Salvador,14.02,-89.25,665,Volcanic field,Holocene,U,2595,1403051,El Salvador,1084,-9935264.55329967,1576511.19575175
Clear Lake Volcanic Field,US-California,38.97,-122.77,1439,Volcanic field,Holocene,U,2596,120310,United States,1085,-13666693.8846902,4717375.24055654
Cleft Segment,Pacific-NE,44.83,-130.3,-2140,Submarine volcano,Historical,D1,2597,130102,Pacific Ocean,1086,-14504929.6503635,5594798.05173044
Cleveland,Aleutian Is,52.825,-169.944,1730,Stratovolcano,Historical,D1,2598,110124,United States,1087,-18918079.5433721,6950693.03209092
Endeavour Segment,Pacific-NE,47.95,-129.1,-2050,Submarine volcano,Historical,D1,2599,130101,Pacific Ocean,1088,-14371346.2614116,6098540.6437777
Coatepeque Caldera,El Salvador,13.87,-89.55,746,Caldera,Holocene,U,2600,1403041,El Salvador,1089,-9968660.40053765,1559306.19244596
"Cochons, Ile Aux",Indian O-S,-46.1,50.23,775,Stratovolcano,Holocene,U,2601,30405,Indian Ocean,1090,5591578.02254613,-5796388.79736468
Cofre de Perote,Mexico,19.492,-97.15,4282,Shield volcano,Radiocarbon,D6,2602,1401096,Mexico,1091,-10814688.5305665,2212947.46111563
Colachi,Chile-N,-23.236,-67.645,5631,Stratovolcano,Holocene,U,2603,1505095,Chile,1092,-7530206.95471099,-2660583.90529511
Coleman Seamount,Solomon Is-SW Pacifi,-8.841,157.16,-717,Submarine volcano,Holocene,U,2604,505053,Solomon Is.,1093,17494971.1730709,-988104.547624985
Colima,Mexico,19.514,-103.62,3850,Stratovolcano,Historical,D1,2605,140104,Mexico,1094,-11534925.635999,2215545.55832708
Tambo Quemado,Bolivia,-18.62,-68.75,4215,Maar,Holocene,Unknown,2606,1505021,Bolivia,1095,-7653214.99203756,-2110247.75234449
Colo,Sulawesi-Indonesia,-0.162,121.601,404,Stratovolcano,Historical,D1,2607,60601,Indonesia,1096,13536561.3999529,-18033.7815366745
Comondu-La Purisima,Mexico,26,-111.92,780,Volcanic field,Holocene,Unknown,2608,1401012,Mexico,1097,-12458877.4095832,2999080.94347064
Concepcion,Nicaragua,11.538,-85.622,1700,Stratovolcano,Historical,D1,2609,140412,Nicaragua,1098,-9531397.44070167,1293174.27380151
Conchaguita,El Salvador,13.22,-87.765,550,Stratovolcano,Historical,D3,2610,140312,El Salvador,1100,-9769955.10947165,1484877.9639337
Fueguino,Chile-S,-54.97,-70.262,157,Lava dome,Holocene,U,2611,150809,Chile,1102,-7821530.06211699,-7356045.90033806
Copahue,Chile-C,-37.856,-71.183,2953,Stratovolcano,Historical,D1,2612,150709,Chile,1103,-7924055.31313759,-4559103.36692979
Corbetti,Africa-NE,7.193,38.39,2289,Caldera,Holocene,U,2613,20129,Ethiopia,1105,4273555.25155377,802832.740534838
Marapi,Sumatra,-0.38,100.474,2885,Complex volcano,Historical,D1,2614,60114,Indonesia,1106,11184714.5179634,-42301.7166217918
Marchena,Galapagos,0.33,-90.47,343,Shield volcano,Historical,D1,2615,150308,Ecuador,1107,-10071074.3320675,36735.6350665473
Mare,Halmahera-Indonesia,0.57,127.4,308,Unknown,Holocene,U,2616,608062,Indonesia,1108,14182103.1270631,63453.1564227255
"Marha, Jabal el-",Arabia-S,15.245,44.236,2506,Tuff cone,Holocene,U,2617,30110,Yemen,1109,4924328.99473125,1717451.78592963
Marion Island,Indian O-S,-46.9,37.75,1230,Shield volcano,Historical,D1,2618,30407,South Africa,1110,4202310.77744608,-5925766.77483578
Markagunt Plateau,US-Utah,37.58,-112.67,2840,Volcanic field,Dendrochronology,D6,2619,120704,United States,1112,-12542367.0276781,4520262.62610348
"Marra, Jebel",Africa-N,12.95,24.27,3042,Volcanic field,Radiocarbon,D7,2620,20503,Sudan,1114,2701724.04155275,1454020.46398273
Marsabit,Africa-E,2.32,37.97,1707,Shield volcano,Holocene,Unknown,2621,202021,Kenya,1115,4226801.0654206,258331.82059315
Martin,Alaska Peninsula,58.172,-155.361,1863,Stratovolcano,Historical,D2,2622,110214,United States,1116,-17294707.4091338,8003536.48929537
Masaraga,Luzon-Philippines,13.31,123.598,1294,Stratovolcano,Holocene,U,2623,703031,Philippines,1117,13759089.0620486,1496315.30070329
Masaya,Nicaragua,11.984,-86.169,594,Caldera,Historical,D1,2624,140410,Nicaragua,1118,-9591843.92420242,1344001.35936883
Mascota Volcanic Field,Mexico,20.567,-104.817,2525,Shield volcano,Holocene,U,2625,1401031,Mexico,1119,-11669622.2198589,2346624.8974774
Mashu,Hokkaido-Japan,43.572,144.561,857,Caldera,Radiocarbon,D6,2626,805081,Japan,1121,16092456.9085664,5399445.34060288
Mat Ala,Africa-NE,13.106,41.161,493,Shield volcano,Holocene,U,2627,201105,Ethiopia,1122,4582021.56054193,1471845.1167509
Matthew Island,SW Pacific,-22.33,171.32,177,Stratovolcano,Historical,D2,2628,50801,Pacific Ocean,1123,19071255.1627036,-2551192.0646958
Matutum,Mindanao-Philippines,6.36,125.077,2262,Stratovolcano,Holocene,U,2629,70102,Philippines,1124,13922728.7135147,710570.494186292
"Maule, Laguna del",Chile-C,-36.058,-70.492,2162,Stratovolcano,Holocene,U,2630,1507061,Chile,1125,-7847133.54499944,-4308605.02019942
Mauna Kea,Hawaiian Is,19.82,-155.47,4205,Shield volcano,Radiocarbon,D7,2631,130203,United States,1126,-17306841.2336302,2251719.60280356
Mauna Loa,Hawaiian Is,19.475,-155.608,4170,Shield volcano,Historical,D1,2632,130202,United States,1127,-17322203.3233597,2210940.08240352
Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2633,70303,Philippines,1129,13768551.218766,1489109.23004411
Mayor Island,New Zealand,-37.28,176.25,355,Shield volcano,Radiocarbon,D7,2634,401021,New Zealand,1130,19620060.2523145,-4478207.37150071
McDonald Islands,Indian O-S,-53.03,72.6,230,Complex volcano,Historical,D1,2635,304011,Indian Ocean,1131,8081795.03159166,-6988549.03746508
Meager,Canada,50.63,-123.5,2680,Complex volcano,Radiocarbon,D7,2636,120018,Canada,1132,-13747957.1129693,6556104.14136661
Medicine Lake,US-California,41.611,-121.554,2412,Shield volcano,Radiocarbon,D6,2637,120302,United States,1133,-13531329.3838856,5102886.07109798
Moyorodake [Medvezhia],Kuril Is,45.389,148.838,1124,Somma volcano,Historical,D1,2638,90010,Russia,1134,16568570.3706893,5682970.8846638
Mega Volcanic Field,Africa-E,3.971,38.213,1500,Pyroclastic cone,Holocene,U,2639,20133,Kenya,1135,4253851.70168336,442404.018457549
Megata,Honshu-Japan,39.95,139.73,160,Maar,Tephrochronology,D7,2640,803262,Japan,1136,15554672.4485441,4858679.07377125
Mehetia,Society Is-C Pacific,-17.874,-148.068,389,Stratovolcano,Anthropology,U,2641,130306,France,1137,-16482854.3627784,-2022805.72121659
Meidob Volcanic Field,Africa-N,15.32,26.47,2000,Scoria cone,Holocene,D7,2642,20505,Sudan,1138,2946626.92129795,1726106.80756855
Melbourne,Antarctica,-74.35,164.7,2732,Stratovolcano,Tephrochronology,D4,2643,1900015,Antarctica,1139,18334320.1336522,-12658425.2301641
Puyuhuapi,Chile-S,-44.3,-72.53,524,Stratovolcano,Holocene,U,2644,1508053,Chile,1140,-8074002.66723613,-5511985.85679308
Raususan [Mendeleev],Kuril Is,43.979,145.733,882,Stratovolcano,Historical,D3,2645,90002,Russia,1142,16222923.3517761,5462192.95987223
Menengai,Africa-E,-0.2,36.07,2278,Shield volcano,Tephrochronology,D7,2646,20206,Kenya,1143,4015294.03291338,-22263.9433719343
Cay,Chile-S,-45.059,-72.984,2090,Stratovolcano,Holocene,Unknown,2647,1508055,Chile,1144,-8124541.71605628,-5630814.61591449
Merapi,Java,-7.54,110.446,2910,Stratovolcano,Historical,D1,2648,60325,Indonesia,1145,12294792.4801539,-841782.141606414
Merbabu,Java,-7.454,110.44,3118,Stratovolcano,Historical,D4,2649,60324,Indonesia,1146,12294124.5632091,-832126.121860225
Mere Lava,Vanuatu-SW Pacific,-14.45,168.05,1028,Stratovolcano,Holocene,U,2650,507021,Vanuatu,1147,18707240.4278096,-1625895.01808711
Meru,Africa-E,-3.244,36.75,4550,Stratovolcano,Historical,D2,2651,20216,Tanzania,1148,4090991.2866528,-361982.511578462
Methana,Greece,37.619,23.333,380,Lava dome,Historical,D7,2652,10202,Greece,1149,2597751.63715183,4525180.08454941
Lateiki,Tonga-SW Pacific,-19.18,-174.87,43,Submarine volcano,Historical,D1,2653,40307,Tonga,1150,-19466439.3550198,-2176139.50361959
Saunders,Antarctica,-57.8,-26.483,843,Stratovolcano,Historical,D3,2654,190009,Antarctica,1152,-2948074.07467826,-7925420.60911151
Michoacan-Guanajuato,Mexico,19.85,-101.75,3860,Cinder cone,Historical,D2,2655,140106,Mexico,1153,-11326758.1882156,2255269.80823364
"Trois Pitons, Morne",W Indies,15.37,-61.33,1387,Lava dome,Historical,D3,2656,160010,Dominica,1154,-6827224.37035147,1731878.54548634
Milbanke Sound Group,Canada,52.498,-128.723,233,Cinder cone,Holocene,U,2657,120012,Canada,1156,-14330158.0498181,6891041.72389158
Milna,Kuril Is,46.815,151.786,1504,Somma volcano,Holocene,U,2658,900161,Russia,1157,16896740.2295478,5911929.46961341
Milos,Greece,36.699,24.439,751,Stratovolcano,Holocene,U,2659,10203,Greece,1158,2720537.03549681,4397233.90416756
Minami-Hiyoshi,Volcano Is-Japan,23.5,141.935,-107,Submarine volcano,Historical,D1,2660,804131,Japan,1159,15800131.9257433,2692598.21932179
Michinmahuida,Chile-S,-42.799,-72.445,2452,Stratovolcano,Historical,D3,2661,150804,Chile,1160,-8064540.5105187,-5281427.46854829
Miravalles,Costa Rica,10.748,-85.153,2028,Stratovolcano,Historical,D2,2662,140503,Costa Rica,1161,-9479188.59951963,1203541.35681367
"Misti, El",Peru,-16.294,-71.409,5822,Stratovolcano,Historical,D4,2663,150401,Peru,1162,-7949213.51805687,-1838794.8356707
Miyakejima,Izu Is-Japan,34.094,139.526,775,Stratovolcano,Historical,D1,2664,80404,Japan,1163,15531963.2724223,4041430.9240665
Mocho-Choshuenco,Chile-C,-39.927,-72.027,2422,Stratovolcano,Historical,D2,2665,150713,Chile,1164,-8018008.96336712,-4855339.78207644
Moffett,Aleutian Is,51.944,-176.747,1196,Stratovolcano,Holocene,U,2666,1101111,United States,1165,-19675386.0392387,6790006.26277886
Cuicocha,Ecuador,0.308,-78.364,3246,Stratovolcano,Holocene,Unknown,2667,1502003,Ecuador,1167,-8723440.57652409,34286.5682958497
Mombacho,Nicaragua,11.826,-85.968,1344,Stratovolcano,Holocene,U,2668,140411,Nicaragua,1168,-9569913.98451614,1325912.44692476
Momotombo,Nicaragua,12.423,-86.539,1270,Stratovolcano,Historical,D2,2669,140409,Nicaragua,1169,-9633477.4137591,1393886.77986884
Monaco Bank,Azores,37.6,-25.88,-197,Submarine volcano,Historical,D2,2670,180211,Portugal,1170,-2880948.42172992,4523072.31910875
Infiernillo,Chile-C,-35.123,-69.9,3007,Lava dome,Holocene,U,2671,1507041,Chile,1171,-7781232.40644982,-4180608.94115285
Mono-Inyo Craters,US-California,37.804,-119.029,2796,Lava dome,Radiocarbon,D6,2672,120312,United States,1172,-13250247.6696326,4551774.46736733
Mono Lake Volcanic Field,US-California,38,-119.03,2121,Cinder cone,Tephrochronology,D4,2673,120311,United States,1173,-13250358.9891234,4579425.8128701
Monowai,Kermadec Is,-25.887,-177.188,-132,Submarine volcano,Historical,D1,2674,40205,New Zealand,1174,-19724477.9346786,-2985092.12755974
Moti,Halmahera-Indonesia,0.454,127.411,927,Stratovolcano,Holocene,U,2675,608063,Indonesia,1175,14183327.6414618,50539.5776903154
Motlav,Vanuatu-SW Pacific,-13.67,167.67,411,Stratovolcano,Holocene,U,2676,507001,Vanuatu,1176,18664939.0213082,-1536383.46036013
Moua Pihaa,Society Is-C Pacific,-18.325,-148.525,-312,Submarine volcano,Seismicity,U,2677,130305,France,1177,-16533727.370071,-2075624.52555913
Mousa Alli,Africa-NE,12.469,42.404,1993,Stratovolcano,Holocene,U,2678,201123,Djibouti,1178,4720391.68759797,1399130.71127584
Moyuta,Guatemala,14.03,-90.1,1662,Stratovolcano,Hot Springs,U,2679,140213,Guatemala,1179,-10029886.1204739,1577658.5945322
Muhavura,Africa-C,-1.383,29.678,4103,Stratovolcano,Holocene,U,2680,20306,Uganda,1180,3303739.84776277,-153969.807946577
Mundua,New Britain-SW Pac,-4.624,149.339,171,Complex volcano,Holocene,U,2681,502021,Papua New Guinea,1181,16624341.4355767,-515301.000663509
Mutnovsky,Kamchatka,52.449,158.196,2288,Complex volcano,Historical,D2,2682,100006,Russia,1183,17610298.1655327,6881721.15239404
Myokosan,Honshu-Japan,36.891,138.114,2454,Stratovolcano,Radiocarbon,D7,2683,80310,Japan,1185,15374780.1514222,4423924.46362194
Nabro,Africa-NE,13.37,41.7,2218,Stratovolcano,Holocene,Unknown,2684,201101,Eritrea,1187,4642022.76607951,1502035.73934135
Nakanoshima,Ryukyu Is,29.859,129.857,979,Stratovolcano,Historical,D2,2685,80204,Japan,1188,14455615.1159421,3485438.45329404
Namarunu,Africa-E,1.98,36.43,817,Shield volcano,Tephrochronology,D7,2686,20204,Kenya,1189,4055369.04959896,220456.475138835
Nantaisan,Honshu-Japan,36.765,139.491,2486,Stratovolcano,Holocene,U,2687,803141,Japan,1190,15528067.0902445,4406401.24205703
Naolinco Volcanic Field,Mexico,19.67,-96.75,2000,Pyroclastic cone,Holocene,U,2688,1401095,Mexico,1191,-10770160.7342492,2233978.59979415
Narcondum,Andaman Is-Indian O,13.43,94.28,710,Stratovolcano,Holocene,U,2689,600001,India,1193,10495201.5919898,1508901.83248474
Naruko,Honshu-Japan,38.729,140.734,470,Caldera,Historical,D6,2690,80320,Japan,1194,15666437.2173006,4682927.15473754
Nasudake,Honshu-Japan,37.125,139.963,1915,Stratovolcano,Historical,D2,2691,80315,Japan,1195,15580609.8898989,4456544.52682479
Nazko,Canada,52.928,-123.732,1238,Cinder cone,Radiocarbon,D7,2692,120014,Canada,1197,-13773783.2348333,6969690.95796802
"Negra, Sierra",Galapagos,-0.83,-91.17,1124,Shield volcano,Historical,D1,2693,150305,Ecuador,1199,-10148997.9756228,-92398.4090637734
"Negrillar, La",Chile-N,-24.319,-68.59,4220,Pyroclastic cone,Holocene,Unknown,2694,1505109,Chile,1201,-7635403.87351064,-2792328.10769028
